loan_id,loan_amnt,term,int_rate,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,purpose,addr_state,dti,delinq_2yrs,revol_util,open_acc,total_acc,issue_d,fico_range_low,fico_range_high,application_type,loan_status,int_rate_dec,term_months,income_to_loan,dti_clipped,risk_band,default_flag
130,20702.86,36 months,7.47,643.66,B,B4,2,RENT,101785.36,house,MD,26.38,2,37.39,4,13,2021-06-11,738,746,Individual,Fully Paid,0.0747,36,4.916487866893752,26.38,High,0
131,27918.42,36 months,15.57,975.61,F,F1,9,OWN,27997.12,medical,NC,16.83,1,26.24,11,17,2021-03-06,609,626,Individual,Fully Paid,0.1557,36,1.0028189274321397,16.83,Very Low,0
132,21854.6,60 months,9.9,463.29,C,C1,8,MORTGAGE,37070.13,house,GA,40.62,1,53.81,9,16,2022-08-22,700,705,Individual,Fully Paid,0.099,60,1.6962163571971118,40.62,Medium,0
133,19023.51,36 months,8.52,600.68,B,B5,9,OWN,68105.88,wedding,NC,8.42,1,0.0,13,22,2022-03-07,733,744,Individual,Fully Paid,0.0852,36,3.5800901095539155,8.42,High,0
134,28618.1,60 months,8.88,592.44,C,C1,0,MORTGAGE,88938.91,other,PA,19.1,0,86.83,8,8,2023-01-11,696,711,Individual,Charged Off,0.0888,60,3.1077852827406436,19.1,Medium,1
135,24714.26,36 months,6.58,758.4,A,A2,9,RENT,188743.57,house,TX,22.05,1,0.0,11,14,2022-02-24,768,776,Individual,Fully Paid,0.0658,36,7.637031009627641,22.05,Very High,0
136,23977.82,36 months,15.81,840.71,F,F5,5,RENT,71068.4,small_business,MI,4.57,0,59.49,10,19,2022-05-18,606,612,Individual,Fully Paid,0.15810000000000002,36,2.9639224917027485,4.57,Very Low,0
137,36558.08,36 months,8.93,1161.28,C,C5,5,MORTGAGE,52199.44,home_improvement,WA,18.63,1,27.94,8,11,2023-05-15,707,727,Individual,Fully Paid,0.08929999999999999,36,1.4278496026049508,18.63,Medium,0
138,30852.9,36 months,12.53,1032.59,D,D2,6,RENT,53159.95,debt_consolidation,IN,6.42,0,24.55,8,11,2022-11-24,678,692,Individual,Fully Paid,0.1253,36,1.7230130717047667,6.42,Low,0
139,32084.78,36 months,6.32,980.79,A,A5,2,MORTGAGE,114214.17,major_purchase,NJ,12.41,0,37.21,9,12,2021-06-13,769,778,Individual,Fully Paid,0.0632,36,3.559761668928383,12.41,Very High,0
140,14863.43,36 months,10.59,483.7,C,C3,7,OWN,53890.8,major_purchase,WI,11.68,0,42.63,1,9,2022-05-01,710,724,Individual,Fully Paid,0.1059,36,3.625731072841195,11.68,Medium,0
141,20257.9,36 months,11.12,664.38,C,C3,5,RENT,89855.55,other,WI,11.54,0,77.14,12,14,2023-12-26,704,715,Individual,Charged Off,0.1112,36,4.435580687040611,11.54,Medium,1
142,35119.83,36 months,17.85,1266.96,F,F1,1,MORTGAGE,18426.57,debt_consolidation,FL,39.59,0,34.3,13,18,2021-10-07,614,627,Individual,Charged Off,0.17850000000000002,36,0.524677084143061,39.59,Very Low,1
143,17461.5,60 months,10.1,371.84,C,C3,4,MORTGAGE,35390.27,moving,AZ,15.95,0,45.275000000000006,6,11,2022-07-27,705,713,Individual,Fully Paid,0.10099999999999999,60,2.0267600148899003,15.95,Medium,0
144,21386.11,36 months,9.74,687.5,C,C3,2,RENT,81238.55,other,WA,23.09,1,53.94,11,13,2021-03-13,700,719,Individual,Fully Paid,0.0974,36,3.798659503762021,23.09,Medium,0
145,17447.24,60 months,7.9,352.9,B,B2,7,RENT,199789.0,major_purchase,WI,9.94,0,52.26,1,7,2022-04-24,735,740,Individual,Fully Paid,0.079,60,11.451037527998697,9.94,High,0
146,24941.73,36 months,7.66,777.72,B,B4,10,MORTGAGE,50462.97,moving,TN,20.71,0,40.5,6,8,2021-03-20,735,744,Individual,Fully Paid,0.0766,36,2.0232345551010296,20.71,High,0
147,21796.46,36 months,9.47,697.91,C,C1,10,MORTGAGE,83800.17,credit_card,TX,7.0,0,15.54,3,9,2021-05-24,690,695,Individual,Fully Paid,0.0947,36,3.8446688131926012,7.0,Medium,0
148,18440.58,36 months,10.04,595.33,C,C4,8,MORTGAGE,127547.46,medical,IL,35.22,0,30.19,1,2,2021-08-08,705,721,Individual,Fully Paid,0.10039999999999999,36,6.916672902913032,35.22,Medium,0
149,33155.6,60 months,4.49,617.98,A,A3,2,RENT,92707.13,other,AZ,22.95,0,67.22,5,5,2023-10-10,760,778,Individual,Fully Paid,0.0449,60,2.796122826913101,22.95,High,0
150,30900.78,36 months,14.86,1069.01,E,E4,3,RENT,53448.36,small_business,PA,21.5,0,43.56,12,19,2023-11-04,631,636,Individual,Fully Paid,0.14859999999999998,36,1.7296767266069013,21.5,Very Low,0
151,30743.98,36 months,14.38,1056.37,E,E2,8,MORTGAGE,108189.75,moving,TN,14.83,1,39.94,10,16,2022-08-28,637,645,Individual,Fully Paid,0.1438,36,3.519054787311207,14.83,Very Low,0
152,22602.83,60 months,7.54,453.3,A,A5,7,RENT,40243.15,other,VA,19.89,2,45.504999999999995,9,16,2021-08-31,769,778,Individual,Fully Paid,0.0754,60,1.7804474041524887,19.89,Very High,0
153,29450.17,60 months,9.16,613.62,C,C1,5,MORTGAGE,22075.35,house,WA,32.34,0,33.35,8,8,2022-06-09,706,721,Individual,Fully Paid,0.0916,60,0.7495831093674502,32.34,Medium,0
154,24723.81,60 months,7.46,494.91,A,A1,3,RENT,36875.86,major_purchase,MO,16.41,0,0.0,4,9,2021-11-22,767,784,Individual,Fully Paid,0.0746,60,1.4915120282836667,16.41,Very High,0
155,15873.18,60 months,12.97,360.91,D,D4,8,MORTGAGE,24273.78,vacation,WA,20.39,0,25.35,10,16,2021-08-17,663,683,Joint,Fully Paid,0.1297,60,1.529232327737731,20.39,Low,0
156,36913.55,36 months,7.07,1140.98,B,B2,6,RENT,43768.0,vacation,VA,8.1,0,45.77,15,18,2023-11-13,723,731,Joint,Fully Paid,0.0707,36,1.1856892658657863,8.1,High,0
157,39149.45,60 months,10.93,849.78,D,D5,1,RENT,53633.06,medical,FL,28.13,0,46.19,5,8,2023-01-10,675,688,Individual,Fully Paid,0.1093,60,1.3699569214893186,28.13,Low,0
158,22551.69,36 months,12.36,752.88,D,D1,0,MORTGAGE,43568.51,home_improvement,MO,19.26,0,14.04,15,23,2022-03-13,673,687,Individual,Fully Paid,0.12359999999999999,36,1.9319399122637817,19.26,Low,0
159,16682.99,60 months,12.6,376.21,D,D3,4,MORTGAGE,17075.94,house,OH,21.53,2,69.35,6,12,2022-10-19,666,675,Individual,Fully Paid,0.126,60,1.0235539312797044,21.53,Low,0
160,16589.2,36 months,6.81,510.78,A,A4,4,OWN,64215.68,credit_card,PA,10.16,1,57.06,7,12,2024-03-30,750,769,Individual,Fully Paid,0.0681,36,3.8709328961010776,10.16,High,0
161,20429.07,36 months,13.39,692.2,E,E5,3,OTHER,51205.19,car,WA,8.74,0,63.49,7,9,2023-09-02,636,642,Individual,Fully Paid,0.13390000000000002,36,2.506486589942665,8.74,Very Low,0
162,24682.5,36 months,10.42,801.31,B,B5,1,MORTGAGE,95084.31,home_improvement,TX,15.02,0,27.56,7,10,2023-05-04,724,741,Individual,Fully Paid,0.1042,36,3.8522965663931936,15.02,High,0
163,19679.42,60 months,4.9,370.47,A,A3,4,MORTGAGE,127695.41,wedding,MI,22.86,1,79.35,10,14,2023-03-09,763,771,Joint,Fully Paid,0.049,60,6.488779140848664,22.86,Very High,0
164,20693.03,36 months,11.19,679.32,C,C2,3,MORTGAGE,87145.83,credit_card,AZ,21.52,0,60.12,2,14,2021-11-28,691,710,Individual,Fully Paid,0.1119,36,4.211361506748891,21.52,Medium,0
165,28198.71,60 months,8.28,575.61,C,C5,10,MORTGAGE,16315.46,medical,MO,19.56,1,33.08,6,6,2024-01-01,700,720,Individual,Fully Paid,0.0828,60,0.5785888787111183,19.56,Medium,0
166,25932.05,36 months,13.24,876.73,E,E5,2,RENT,37089.73,house,IL,7.52,2,55.97,12,14,2023-04-13,638,648,Individual,Fully Paid,0.1324,36,1.4302660221617653,7.52,Very Low,0
167,33891.55,36 months,14.91,1173.31,E,E4,6,MORTGAGE,41009.45,house,IN,8.49,1,65.65,4,4,2022-01-25,643,654,Individual,Fully Paid,0.1491,36,1.2100199017159143,8.49,Low,0
168,22678.15,36 months,9.77,729.31,B,B4,2,OWN,38365.85,home_improvement,TN,18.44,0,86.79,13,25,2022-12-16,725,740,Individual,Fully Paid,0.0977,36,1.6917539570026654,18.44,High,0
169,40000.0,36 months,17.14,1428.94,F,F3,6,RENT,108026.37,moving,NJ,0.0,1,45.14,4,9,2021-03-01,613,632,Individual,Charged Off,0.1714,36,2.7006592499999997,0.0,Very Low,1
170,40000.0,36 months,7.86,1250.86,B,B5,1,RENT,54359.55,medical,MO,11.21,0,66.93,6,14,2021-07-06,735,754,Individual,Fully Paid,0.0786,36,1.35898875,11.21,High,0
171,25683.7,60 months,8.87,531.52,C,C1,0,RENT,37606.55,major_purchase,WA,21.32,0,69.2,7,11,2021-04-23,703,708,Individual,Fully Paid,0.08869999999999999,60,1.4642185510654617,21.32,Medium,0
172,21271.1,36 months,9.29,679.34,B,B1,5,MORTGAGE,86728.24,wedding,PA,30.67,0,45.82,10,14,2021-01-15,722,730,Individual,Fully Paid,0.0929,36,4.07728044153805,30.67,High,0
173,27673.38,36 months,15.85,970.8,F,F4,5,MORTGAGE,22410.85,small_business,AZ,18.26,2,62.32,12,21,2023-08-12,601,612,Individual,Fully Paid,0.1585,36,0.80983421613117,18.26,Very Low,0
174,30016.79,36 months,9.47,961.13,B,B2,5,RENT,41475.93,debt_consolidation,WA,25.07,0,73.65,9,17,2024-01-13,733,746,Individual,Fully Paid,0.0947,36,1.3817576762871713,25.07,High,0
175,27248.28,60 months,7.17,541.72,A,A2,7,MORTGAGE,88883.76,house,AZ,24.52,0,12.57,9,12,2021-07-17,766,777,Individual,Fully Paid,0.0717,60,3.2619952525443807,24.52,Very High,0
176,15036.8,36 months,10.55,489.1,C,C5,2,OWN,38359.73,car,FL,12.42,1,65.06,4,14,2021-10-19,705,715,Individual,Charged Off,0.10550000000000001,36,2.5510567407959144,12.42,Medium,1
177,33984.21,60 months,17.21,848.5,G,G4,3,RENT,105503.39,house,AZ,32.1,0,61.87,9,17,2022-07-11,577,584,Individual,Fully Paid,0.1721,60,3.104482640614568,32.1,Very Low,0
178,24283.0,36 months,13.27,821.4,E,E1,3,MORTGAGE,71661.43,wedding,MO,23.04,1,35.89,20,25,2022-08-04,647,653,Individual,Fully Paid,0.13269999999999998,36,2.951094592925091,23.04,Low,0
179,27278.5,60 months,12.63,615.49,D,D1,10,MORTGAGE,60033.96,medical,MI,19.75,0,98.67,10,11,2023-11-29,660,666,Individual,Fully Paid,0.1263,60,2.200779368367029,19.75,Low,0
180,26744.6,36 months,14.19,916.49,E,E2,2,MORTGAGE,60882.28,small_business,NJ,29.19,0,28.2,13,13,2022-04-06,642,654,Joint,Fully Paid,0.1419,36,2.2764326256515335,29.19,Low,0
181,24216.85,60 months,15.92,587.87,E,E5,9,RENT,26196.28,medical,TX,26.02,0,73.02,9,12,2023-10-02,647,652,Individual,Fully Paid,0.1592,60,1.0817377156814367,26.02,Low,0
182,15958.93,60 months,10.65,344.21,C,C4,3,OWN,60867.0,wedding,OH,23.93,0,86.68,10,15,2022-09-01,699,708,Individual,Fully Paid,0.1065,60,3.8139775035043075,23.93,Medium,0
183,15486.35,60 months,8.57,318.22,B,B2,10,RENT,36289.46,credit_card,WI,5.93,0,42.96,3,10,2023-10-26,736,753,Individual,Fully Paid,0.0857,60,2.343319116512283,5.93,High,0
184,23735.22,36 months,13.59,806.53,D,D5,4,RENT,106029.55,vacation,MD,21.09,0,83.94,8,13,2023-09-10,678,693,Individual,Fully Paid,0.1359,36,4.467182103220446,21.09,Low,0
185,24599.14,60 months,11.41,539.85,D,D2,3,RENT,163520.81,debt_consolidation,CA,19.06,1,45.255,3,12,2022-05-17,663,679,Individual,Charged Off,0.11410000000000001,60,6.647419787846242,19.06,Low,1
186,23823.41,36 months,10.57,775.08,C,C1,10,OWN,33324.97,small_business,AZ,18.01,0,0.0,2,5,2021-12-01,707,714,Individual,Fully Paid,0.1057,36,1.3988329126686734,18.01,Medium,0
187,23396.47,36 months,5.19,703.24,A,A2,5,RENT,56657.26,other,CA,23.98,0,22.77,7,7,2022-08-06,765,783,Individual,Fully Paid,0.0519,36,2.4216157394683897,23.98,Very High,0
188,20732.53,36 months,12.95,698.02,D,D5,0,MORTGAGE,62988.43,wedding,AZ,12.69,0,42.49,9,18,2023-04-10,669,680,Joint,Fully Paid,0.1295,36,3.038144886321158,12.69,Low,0
189,16240.32,36 months,9.63,521.23,B,B2,6,MORTGAGE,122836.64,small_business,MD,25.65,1,62.01,13,26,2023-12-15,723,731,Individual,Fully Paid,0.09630000000000001,36,7.563683474217257,25.65,High,0
190,36012.07,36 months,16.24,1270.4,F,F5,1,MORTGAGE,134677.83,wedding,VA,17.11,0,73.61,9,12,2021-12-28,618,634,Joint,Fully Paid,0.1624,36,3.7397969625183998,17.11,Very Low,0
191,26495.03,36 months,6.37,810.42,B,B4,4,MORTGAGE,67048.77,moving,MI,23.66,0,41.2,7,18,2022-12-26,726,732,Individual,Fully Paid,0.0637,36,2.5306168741835737,23.66,High,0
192,18386.95,36 months,7.07,568.29,A,A5,9,RENT,152462.78,vacation,PA,6.19,0,79.12,15,20,2023-05-08,754,772,Joint,Fully Paid,0.0707,36,8.291901593249559,6.19,High,0
193,33282.35,36 months,15.57,1162.98,E,E5,2,MORTGAGE,56582.22,vacation,TN,19.72,0,11.72,11,18,2021-10-14,638,651,Joint,Fully Paid,0.1557,36,1.7000668522505173,19.72,Very Low,0
194,17921.63,36 months,7.31,555.92,B,B4,2,RENT,55473.35,medical,MD,2.03,0,77.71,1,7,2022-03-27,724,741,Individual,Fully Paid,0.0731,36,3.0953294984886974,2.03,High,0
195,24383.84,60 months,7.39,487.29,B,B4,3,RENT,31488.38,debt_consolidation,GA,28.66,0,47.25,7,10,2023-09-13,740,760,Individual,Fully Paid,0.0739,60,1.2913626401748044,28.66,High,0
196,25713.14,36 months,11.04,842.24,C,C4,7,RENT,44224.45,debt_consolidation,AZ,19.97,0,44.21,8,18,2022-09-11,694,704,Individual,Fully Paid,0.1104,36,1.719916354050886,19.97,Medium,0
197,22854.31,36 months,13.13,771.51,E,E1,7,MORTGAGE,52953.91,medical,NC,15.42,0,45.15,5,13,2021-04-27,648,661,Individual,Fully Paid,0.1313,36,2.3170207282565083,15.42,Low,0
198,26096.31,36 months,6.94,805.07,B,B2,1,RENT,54336.37,major_purchase,IL,21.93,0,16.26,7,15,2023-03-04,735,747,Individual,Fully Paid,0.0694,36,2.0821476293008474,21.93,High,0
199,16668.88,60 months,7.16,331.29,B,B5,1,MORTGAGE,263191.13,other,MA,17.21,0,10.13,6,8,2022-09-07,729,744,Individual,Fully Paid,0.0716,60,15.789370971534979,17.21,High,0
200,25317.54,36 months,11.61,836.18,D,D5,8,RENT,66221.22,other,VA,8.72,0,47.69,6,10,2022-11-18,675,685,Individual,Fully Paid,0.1161,36,2.6156261627314503,8.72,Low,0
201,28004.09,36 months,16.8,995.69,F,F2,2,MORTGAGE,43282.95,medical,NJ,16.27,0,42.22,12,17,2021-06-19,616,634,Individual,Fully Paid,0.168,36,1.5455938757517205,16.27,Very Low,0
202,18397.38,60 months,10.22,392.84,C,C1,8,RENT,29058.16,small_business,TN,14.23,0,29.68,5,10,2022-03-27,696,716,Individual,Fully Paid,0.10220000000000001,60,1.579472729269059,14.23,Medium,0
203,25725.08,60 months,7.01,509.53,A,A2,7,MORTGAGE,60129.34,moving,MD,11.23,0,23.6,10,17,2021-02-26,768,785,Individual,Fully Paid,0.0701,60,2.3373820411831563,11.23,Very High,0
204,29080.26,36 months,6.63,893.01,A,A4,0,OWN,54970.77,home_improvement,PA,13.07,0,31.64,13,17,2023-02-06,758,773,Individual,Fully Paid,0.0663,36,1.8903121911564753,13.07,High,0
205,22731.35,60 months,9.41,476.39,B,B5,1,RENT,64555.93,car,AZ,15.61,0,97.41,9,19,2022-04-03,728,741,Individual,Fully Paid,0.0941,60,2.8399514327129713,15.61,High,0
206,22412.89,60 months,7.11,444.94,A,A5,8,MORTGAGE,189770.44,car,NC,25.66,2,9.29,5,7,2022-08-20,761,775,Joint,Fully Paid,0.0711,60,8.46702232509953,25.66,Very High,0
207,23786.03,36 months,10.95,778.16,D,D2,0,MORTGAGE,80518.38,credit_card,NJ,26.44,0,3.85,2,9,2022-12-19,669,681,Individual,Fully Paid,0.10949999999999999,36,3.3851121855980173,26.44,Low,0
208,21449.45,36 months,5.71,649.74,A,A1,8,RENT,86667.61,debt_consolidation,OH,21.95,0,24.59,17,24,2021-06-06,756,761,Individual,Fully Paid,0.0571,36,4.040551622535776,21.95,High,0
209,21346.39,36 months,11.34,702.26,C,C4,4,RENT,54736.46,major_purchase,TN,28.76,2,54.55,11,13,2021-11-01,690,704,Individual,Fully Paid,0.1134,36,2.5642021906280172,28.76,Medium,0
210,25547.33,60 months,12.46,574.3,D,D1,3,RENT,47979.25,house,CA,30.78,0,29.99,7,10,2022-08-24,677,691,Individual,Fully Paid,0.1246,60,1.8780534012752017,30.78,Low,0
211,22728.99,36 months,9.53,728.42,C,C5,6,MORTGAGE,61490.1,credit_card,NJ,38.05,0,51.66,8,15,2021-02-15,706,720,Joint,Fully Paid,0.0953,36,2.7053599829996844,38.05,Medium,0
212,34694.71,36 months,7.68,1082.14,B,B2,10,RENT,91036.4,moving,MI,9.92,0,53.69,1,6,2022-08-23,722,739,Joint,Fully Paid,0.0768,36,2.6239273941185846,9.92,High,0
213,25294.86,60 months,14.93,600.79,E,E4,3,OTHER,73301.41,moving,PA,24.52,1,64.27,2,9,2023-02-22,643,655,Individual,Charged Off,0.1493,60,2.8978776715901966,24.52,Low,1
214,20042.75,60 months,11.69,442.69,D,D2,6,MORTGAGE,89081.58,vacation,OH,24.29,0,53.72,6,13,2024-03-17,661,671,Individual,Fully Paid,0.11689999999999999,60,4.44457871300096,24.29,Low,0
215,16495.46,36 months,13.19,557.31,D,D1,2,MORTGAGE,90527.28,other,TX,20.83,0,44.36,7,10,2023-02-28,672,678,Individual,Fully Paid,0.1319,36,5.488011852958329,20.83,Low,0
216,28122.16,60 months,5.85,541.67,A,A5,9,OTHER,37436.43,car,FL,13.48,0,78.83,12,16,2023-02-23,751,762,Individual,Fully Paid,0.058499999999999996,60,1.331207489040671,13.48,High,0
217,31353.53,60 months,7.54,628.84,A,A4,8,RENT,84132.14,car,GA,24.64,0,12.81,5,10,2023-02-19,770,775,Individual,Fully Paid,0.0754,60,2.6833386862659485,24.64,Very High,0
218,20940.15,60 months,17.22,522.85,F,F2,3,MORTGAGE,88415.13,moving,TX,32.84,1,4.17,8,16,2024-01-21,614,623,Individual,Fully Paid,0.1722,60,4.222277777379818,32.84,Very Low,0
219,28143.14,60 months,9.48,590.72,C,C2,9,RENT,48200.75,house,WA,30.76,0,36.38,4,10,2022-04-21,708,720,Individual,Charged Off,0.09480000000000001,60,1.712699791139155,30.76,Medium,1
220,26218.46,36 months,8.82,831.5,B,B3,5,MORTGAGE,44678.77,vacation,VA,30.1,0,47.24,8,10,2023-10-08,739,751,Individual,Fully Paid,0.0882,36,1.704095892741221,30.1,High,0
221,24234.62,60 months,8.67,499.15,C,C3,10,RENT,25588.53,debt_consolidation,WI,19.08,1,51.27,10,13,2021-07-09,692,712,Individual,Charged Off,0.0867,60,1.0558667724107083,19.08,Medium,1
222,19199.17,36 months,12.09,638.53,D,D2,9,OWN,36271.69,medical,MD,0.0,0,40.28,10,15,2023-09-14,680,685,Individual,Fully Paid,0.1209,36,1.8892321907665803,0.0,Low,0
223,31835.16,60 months,16.01,774.36,F,F2,4,RENT,43925.26,moving,MA,18.66,0,57.34,13,21,2021-01-01,602,620,Individual,Fully Paid,0.16010000000000002,60,1.3797719251293226,18.66,Very Low,0
224,31933.25,60 months,6.32,622.18,B,B2,2,MORTGAGE,118359.45,house,NJ,13.83,0,47.2,1,5,2023-03-30,729,748,Individual,Fully Paid,0.0632,60,3.7064642653034063,13.83,High,0
225,39875.35,60 months,14.25,933.07,F,F1,1,OWN,23598.94,vacation,WA,36.5,0,40.43,5,11,2022-08-31,614,623,Individual,Fully Paid,0.1425,60,0.5918177520698877,36.5,Very Low,0
226,24885.01,60 months,7.21,495.24,A,A5,8,RENT,130810.42,small_business,NY,19.14,0,56.46,8,9,2021-08-21,767,782,Individual,Fully Paid,0.0721,60,5.256595034520782,19.14,Very High,0
227,30034.22,60 months,9.97,637.74,C,C2,8,OWN,64976.02,major_purchase,IL,15.95,0,26.49,10,16,2022-04-06,692,711,Individual,Fully Paid,0.09970000000000001,60,2.163399615505247,15.95,Medium,0
228,16135.64,36 months,12.16,537.19,D,D2,3,MORTGAGE,27253.82,small_business,MA,18.82,0,42.25,12,16,2024-01-21,662,673,Individual,Fully Paid,0.1216,36,1.6890448720967994,18.82,Low,0
229,25447.6,36 months,5.71,770.85,A,A1,10,MORTGAGE,100884.76,credit_card,MA,22.73,0,88.26,12,14,2023-02-25,756,772,Individual,Fully Paid,0.0571,36,3.9644115751583646,22.73,High,0
230,25539.89,36 months,7.27,791.72,A,A3,7,MORTGAGE,101798.02,home_improvement,CA,17.83,1,44.09,3,6,2023-01-11,764,778,Individual,Fully Paid,0.0727,36,3.9858441050450883,17.83,Very High,0
231,22292.11,60 months,8.5,457.39,C,C4,3,OWN,69821.48,home_improvement,NJ,18.11,0,84.39,9,18,2022-01-12,693,713,Individual,Fully Paid,0.085,60,3.1321162509964284,18.11,Medium,0
232,28744.58,36 months,16.85,1022.63,F,F1,7,OWN,60408.43,medical,OH,26.72,1,75.93,1,9,2023-02-22,606,617,Individual,Fully Paid,0.1685,36,2.1015589721610124,26.72,Very Low,0
233,21208.18,36 months,11.98,704.21,C,C3,2,RENT,90127.91,debt_consolidation,MA,4.8,1,71.72,7,13,2024-02-29,705,720,Individual,Fully Paid,0.1198,36,4.2496767756592035,4.8,Medium,0
234,19074.8,36 months,15.2,663.08,F,F2,10,MORTGAGE,53470.56,moving,WA,23.6,0,35.69,12,15,2022-09-15,610,630,Individual,Fully Paid,0.152,36,2.8032042275672615,23.6,Very Low,0
235,31199.97,36 months,13.03,1051.76,E,E1,1,OTHER,84670.93,house,GA,14.82,0,31.82,10,16,2023-10-03,648,653,Individual,Charged Off,0.1303,36,2.7138144684113477,14.82,Low,1
236,38838.25,36 months,10.39,1260.3,C,C1,6,MORTGAGE,61490.1,car,MD,27.32,0,47.43,11,16,2021-02-03,698,717,Individual,Fully Paid,0.1039,36,1.5832355989263163,27.32,Medium,0
237,20472.47,60 months,12.65,462.17,D,D3,0,OWN,69040.18,debt_consolidation,MI,17.39,1,30.07,14,25,2022-03-04,669,689,Individual,Charged Off,0.1265,60,3.372342467713959,17.39,Low,1
238,22339.7,60 months,4.72,418.71,A,A4,4,MORTGAGE,88355.74,major_purchase,OH,12.66,0,57.29,16,18,2023-08-09,768,776,Individual,Fully Paid,0.0472,60,3.955099665617712,12.66,Very High,0
239,15732.44,36 months,5.64,476.08,A,A5,9,RENT,126351.28,debt_consolidation,NJ,20.14,0,60.52,3,9,2023-12-12,758,775,Individual,Fully Paid,0.0564,36,8.031257707005398,20.14,High,0
240,28356.49,60 months,15.52,682.36,E,E3,1,OWN,75312.7,vacation,MD,13.44,2,73.46,13,20,2021-12-22,642,662,Individual,Fully Paid,0.1552,60,2.6559246225467255,13.44,Low,0
241,21729.34,36 months,13.92,741.76,D,D2,6,MORTGAGE,47170.07,wedding,GA,29.73,0,15.43,12,14,2022-01-09,673,684,Individual,Fully Paid,0.1392,36,2.1708008618761547,29.73,Low,0
242,22263.85,36 months,7.84,696.0,B,B1,4,RENT,91110.48,major_purchase,IL,21.06,0,11.88,7,8,2021-10-17,720,732,Individual,Fully Paid,0.0784,36,4.092305688369263,21.06,Medium,0
243,31074.25,36 months,10.13,1004.62,C,C5,0,RENT,41149.44,major_purchase,VA,9.95,0,8.55,10,14,2023-06-19,705,721,Individual,Fully Paid,0.1013,36,1.3242295469721717,9.95,Medium,0
244,27444.13,60 months,12.32,614.93,D,D3,9,RENT,36245.32,major_purchase,PA,13.05,0,4.04,10,14,2023-04-17,664,678,Individual,Fully Paid,0.1232,60,1.3206948079607552,13.05,Low,0
245,26032.85,36 months,11.22,854.97,E,E3,1,MORTGAGE,51054.44,car,PA,17.32,0,87.32,5,14,2021-10-30,650,658,Individual,Charged Off,0.11220000000000001,36,1.9611544644554864,17.32,Low,1
246,20218.04,36 months,11.25,664.29,D,D1,5,MORTGAGE,57693.49,small_business,VA,17.03,0,42.12,7,12,2021-08-11,670,675,Individual,Fully Paid,0.1125,36,2.853564935077782,17.03,Low,0
247,28880.23,36 months,9.95,931.21,C,C1,1,OWN,55013.86,major_purchase,NY,19.94,0,66.95,9,15,2022-08-17,705,714,Individual,Fully Paid,0.09949999999999999,36,1.904896879283856,19.94,Medium,0
248,18382.18,36 months,12.35,613.59,C,C1,3,RENT,86649.19,car,MD,6.78,1,28.65,7,15,2021-02-08,710,719,Individual,Fully Paid,0.1235,36,4.713760283056743,6.78,Medium,0
249,33859.24,36 months,10.42,1099.31,C,C4,1,RENT,98768.35,house,FL,33.15,1,54.56,10,12,2023-05-30,703,714,Individual,Fully Paid,0.1042,36,2.9170279663690035,33.15,Medium,0
250,26269.4,36 months,13.46,890.95,D,D4,7,RENT,33799.61,wedding,AZ,14.1,0,41.65,11,13,2022-11-20,666,679,Joint,Fully Paid,0.1346,36,1.2866532924238847,14.1,Low,0
251,20761.41,60 months,13.81,481.05,E,E3,1,MORTGAGE,18829.08,other,MI,11.65,0,5.81,10,10,2022-01-03,649,665,Individual,Fully Paid,0.1381,60,0.9069268416740482,11.65,Low,0
252,16660.75,36 months,10.45,541.12,C,C5,1,OWN,38508.78,car,PA,18.06,0,90.02,6,15,2022-09-20,704,724,Joint,Charged Off,0.1045,36,2.311347328301547,18.06,Medium,1
253,21311.23,36 months,7.04,658.42,B,B2,3,OWN,56633.88,other,NY,9.96,0,68.69,8,15,2021-09-16,731,738,Individual,Fully Paid,0.0704,36,2.6574665094412664,9.96,High,0
254,21158.32,36 months,6.52,648.67,B,B1,8,RENT,213001.71,major_purchase,PA,24.27,0,1.8,5,8,2022-01-31,726,732,Individual,Fully Paid,0.0652,36,10.067042657451063,24.27,High,0
